Date,Open,High,Low,Close,Adj Close,Volume
4/8/2016,31.148008,31.21442,30.626186,30.834915,25.547228,55597973
4/11/2016,30.853889,30.901327,30.237192,30.256166,25.067722,87735803
4/12/2016,30.265656,30.493359,30.170778,30.32258,25.122749,45178972
4/13/2016,30.32258,30.93928,30.32258,30.872866,25.578667,38429156
4/14/2016,30.815939,31.100569,30.673624,30.97723,25.665136,33682467
4/15/2016,30.97723,31.100569,30.645161,30.834915,25.547228,37179112
4/18/2016,30.834915,31.176472,30.635674,30.93928,25.633696,38997262
4/19/2016,31.119545,31.49905,31.062618,31.204933,25.85379,29954996
4/20/2016,31.166983,31.688805,31.166983,31.527514,26.121058,36981593
4/21/2016,31.366224,31.764706,31.347248,31.537003,26.12892,36025298
4/22/2016,31.54649,31.783682,31.375711,31.565466,26.152498,27548714
4/25/2016,31.432638,31.565466,31.309298,31.508539,26.105337,25569513
4/26/2016,31.49905,31.622391,31.233397,31.356735,25.979563,30293330
4/27/2016,31.290323,31.508539,31.21442,31.309298,25.94026,27503603
4/28/2016,31.280834,31.480076,31.072105,31.223909,25.869516,34818995
4/29/2016,31.185959,31.26186,30.768501,31.034157,25.712297,36061134
5/2/2016,30.891842,31.309298,30.834915,31.119545,25.783049,40122407
5/3/2016,31.925997,32.229603,31.54649,31.973434,26.490507,75396414
5/4/2016,31.944971,32.163189,31.622391,31.688805,26.254686,38021364
5/5/2016,31.660341,32.0019,31.593927,31.850096,26.388323,25047467
5/6/2016,31.669828,31.86907,31.49905,31.859583,26.396175,24422234
5/9/2016,31.821632,32.220116,31.802656,32.087288,26.584839,33182766
5/10/2016,32.096775,32.134724,31.764706,32.06831,26.569113,26125498
5/11/2016,31.745731,31.840607,31.451612,31.461102,26.299459,32037384
5/12/2016,31.518026,31.574953,31.233397,31.489565,26.323256,26746515
5/13/2016,31.622391,31.736242,31.442125,31.489565,26.323256,21622494
5/16/2016,31.242884,31.717268,31.129032,31.669828,26.47394,23239224
5/17/2016,31.565466,31.63188,31.233397,31.337761,26.196358,33175177
5/18/2016,31.318787,31.669828,31.280834,31.470589,26.307386,21034889
5/19/2016,31.461102,31.717268,31.271347,31.669828,26.47394,28095740
5/20/2016,31.764706,32.163189,31.736242,32.011387,26.759462,36437939
5/23/2016,32.096775,32.172676,31.925997,31.944971,26.703945,25126833
5/24/2016,31.963947,32.428844,31.963947,32.35294,27.044979,29890808
5/25/2016,32.371918,32.637569,32.324478,32.590134,27.243258,22152761
5/26/2016,32.504745,32.874763,32.504745,32.666035,27.306711,26656292
5/27/2016,32.618595,32.969639,32.618595,32.836811,27.449461,21569056
5/31/2016,32.893738,32.969639,32.618595,32.922199,27.520842,34547274
6/1/2016,32.922199,33.149906,32.846298,32.969639,27.560499,24361207
6/2/2016,32.912712,33.197342,32.751423,33.083492,27.655678,31807717
6/3/2016,33.083492,33.092979,32.685009,32.912712,27.512915,28377580
6/6/2016,32.922199,33.197342,32.846298,33.140415,27.703262,21526791
6/7/2016,33.055027,33.197342,32.969639,33.055027,27.631874,24776905
6/8/2016,32.988613,33.519924,32.893738,33.444023,27.957056,23703195
6/9/2016,33.254269,33.681213,33.235294,33.50095,28.004644,25440187
6/10/2016,33.311195,33.576851,33.225807,33.481972,27.988775,21645366
6/13/2016,33.225807,33.349148,32.922199,32.960152,27.552568,31296000
6/14/2016,32.827324,33.235294,32.80835,33.197342,27.750845,33410430
6/15/2016,33.21632,33.387096,32.874763,33.007591,27.59222,21372696
6/16/2016,32.903225,33.007591,32.656548,32.969639,27.560499,23540563
6/17/2016,32.9981,33.026566,32.314991,32.466793,27.140154,35423464
6/20/2016,32.71347,32.922199,32.428844,32.732449,27.362219,23814919
6/21/2016,32.741936,33.092979,32.741936,32.969639,27.560499,26725962
6/22/2016,32.960152,33.159393,32.64706,32.703983,27.338427,26515583
6/23/2016,32.922199,32.960152,32.542694,32.817837,27.433599,25111339
6/24/2016,32.06831,32.685009,32.011387,32.229603,26.941877,46376211
6/27/2016,32.06831,32.23909,31.812143,32.06831,26.807047,31359662
6/28/2016,32.400379,32.703983,32.182163,32.675522,27.314634,25068547
6/29/2016,32.846298,33.349148,32.798862,33.21632,27.766705,26206761
6/30/2016,33.339657,33.462997,33.149906,33.406071,27.925329,28451465
7/1/2016,33.349148,33.823528,33.320683,33.747627,28.210852,20371290
7/5/2016,33.719166,34.079697,33.633778,33.97533,28.401196,21972843
7/6/2016,33.984821,34.060722,33.567364,34.02277,28.440847,27226928
7/7/2016,33.956356,34.089184,33.73814,33.937382,28.369469,19081089
7/8/2016,34.041744,34.335861,33.870968,34.269451,28.647053,18752873
7/11/2016,34.222012,34.487667,34.184059,34.297913,28.670853,17406915
7/12/2016,34.297913,34.440228,34.184059,34.383301,28.742229,17066368
7/13/2016,34.421253,34.563568,34.354839,34.449715,28.797749,14611497
7/14/2016,34.620495,35.066414,34.392788,35.028461,29.281542,29155116
7/15/2016,35.075901,35.28463,34.753323,34.886147,29.162577,26445387
7/18/2016,34.810246,35.094875,34.677418,34.76281,29.059479,17827567
7/19/2016,34.791271,34.981026,34.677418,34.76281,29.059479,17614975
7/20/2016,35.009487,35.037952,34.800758,34.800758,29.091196,12937112
7/21/2016,34.791271,34.933586,34.648956,34.829224,29.114996,13772091
7/22/2016,34.914612,34.95256,34.800758,34.857685,29.138783,14209501
7/25/2016,34.914612,34.95256,34.639469,34.895638,29.170504,12833293
7/26/2016,34.943073,34.981026,34.772297,34.943073,29.210159,12773953
7/27/2016,34.867172,35.028461,34.772297,34.962048,29.226025,15877456
7/28/2016,34.990513,35.018974,34.629982,34.791271,29.083269,17134878
7/29/2016,34.800758,35.056927,34.772297,35,29.25775,22675545
8/1/2016,35.123341,35.474384,35.085388,35.398483,29.590855,29911044
8/2/2016,34.876659,34.933586,34.278938,34.525616,28.861195,34914488
8/3/2016,34.07021,34.108158,33.263756,33.481972,28.221437,44941190
8/4/2016,33.681213,33.700191,33.349148,33.349148,28.109482,26482593
8/5/2016,33.548386,33.709679,33.415562,33.624287,28.341389,28665006
8/8/2016,33.472485,33.472485,32.93169,33.140415,27.933542,32189687
8/9/2016,33.197342,33.491463,33.111954,33.28273,28.053497,18054388
8/10/2016,33.368122,33.377609,33.121441,33.33017,28.093483,14887328
8/11/2016,33.33017,33.472485,33.301708,33.349148,28.109482,14106841
8/12/2016,33.28273,33.311195,32.969639,33.187855,27.973532,15840777
8/15/2016,33.254269,33.368122,33.140415,33.311195,28.07749,13021116
8/16/2016,33.149906,33.28273,32.988613,33.007591,27.821583,15944174
8/17/2016,32.969639,33.349148,32.969639,33.339657,28.101475,17961109
8/18/2016,33.339657,33.548386,33.197342,33.387096,28.141464,17002390
8/19/2016,33.263756,33.320683,33.04554,33.187855,27.973532,20624777
8/22/2016,33.017078,33.472485,32.979126,33.055027,27.86157,27448690
