Date,Open,High,Low,Close,Adj Close,Volume
4/8/2016,149.059998,149.990005,148.119995,149.350006,119.764618,3293800
4/11/2016,150.259995,151.949997,149.220001,149.25,119.684402,3846100
4/12/2016,149.610001,150.110001,148.580002,149.630005,119.98912,3595800
4/13/2016,150.75,151.229996,149.630005,151.229996,121.272163,3168400
4/14/2016,151.5,152.759995,150.380005,151.160004,121.216064,3176500
4/15/2016,151.039993,152.100006,150.960007,151.720001,121.665115,3657600
4/18/2016,151.720001,153.139999,151.490005,152.529999,122.314674,6581700
4/19/2016,146.470001,146.949997,142.610001,144,115.474411,13190200
4/20/2016,144.240005,147.199997,144,146.110001,117.16642,6754300
4/21/2016,146.580002,150.119995,146.460007,149.300003,119.724525,6017700
4/22/2016,149.440002,151,147.5,148.5,119.082993,5191900
4/25/2016,148.160004,148.899994,147.110001,148.809998,119.331589,2848900
4/26/2016,148.649994,149.789993,147.899994,149.080002,119.548088,2979800
4/27/2016,149.350006,150.779999,148.970001,150.470001,120.66275,3111200
4/28/2016,149.75,150.179993,146.729996,147.070007,117.936295,3791500
4/29/2016,146.490005,147.339996,144.190002,145.940002,117.030098,4225800
5/2/2016,146.559998,147,144.429993,145.270004,116.492844,3502400
5/3/2016,144.649994,144.899994,142.899994,144.130005,115.578667,3584300
5/4/2016,143.360001,145,143.309998,144.25,115.674889,2577100
5/5/2016,145.949997,147.300003,145.449997,146.470001,117.455124,6501200
5/6/2016,144.860001,147.970001,144.470001,147.289993,119.252502,4895800
5/9/2016,147.699997,148.199997,147.009995,147.339996,119.292999,4302400
5/10/2016,148.240005,150.039993,147.740005,149.970001,121.422394,3992700
5/11/2016,149.710007,151.089996,148.740005,148.949997,120.596527,3093000
5/12/2016,149.210007,149.389999,147.110001,148.839996,120.507492,3249200
5/13/2016,148.789993,149.860001,147.419998,147.720001,119.600655,2398000
5/16/2016,147.649994,149.990005,147.440002,149.460007,121.009476,3069100
5/17/2016,149.210007,149.5,147.289993,148,119.8274,3490600
5/18/2016,147.990005,148.520004,146.360001,147.339996,119.292999,2491100
5/19/2016,146.479996,146.929993,143.960007,144.929993,117.341743,3685600
5/20/2016,145.710007,147.509995,145.550003,147.25,119.220146,3671500
5/23/2016,147.610001,147.949997,146.660004,146.770004,118.831482,2103800
5/24/2016,146.880005,148.75,146.880005,148.309998,120.078377,2929300
5/25/2016,148.929993,152.089996,148.5,151.690002,122.814972,4355300
5/26/2016,151.550003,152.509995,151.050003,152.440002,123.422211,3062900
5/27/2016,152.350006,152.929993,152.149994,152.839996,123.746071,2457100
5/31/2016,152.559998,153.809998,152.270004,153.740005,124.474747,5836600
6/1/2016,153,153.270004,151.539993,152.509995,123.478874,2663400
6/2/2016,152.589996,153.5,152.119995,153.5,124.280418,2642600
6/3/2016,152.399994,153.039993,151.699997,152.889999,123.786545,2328300
6/6/2016,153.089996,153.949997,152.339996,152.729996,123.65699,2378700
6/7/2016,153.309998,153.929993,152.660004,153.330002,124.142807,4465000
6/8/2016,153.529999,154.089996,153.039993,154,124.685257,2935000
6/9/2016,152.919998,153.759995,152.729996,153.419998,124.21566,2021800
6/10/2016,152.789993,153.330002,151.860001,152.369995,123.365509,3120600
6/13/2016,151.630005,152.5,150.279999,151.279999,122.483025,3610400
6/14/2016,151.279999,151.789993,150.399994,151.059998,122.304886,2865800
6/15/2016,151.460007,151.789993,150.600006,150.679993,121.997208,2260400
